Sr_no,Tweets,Retweet_Count
369, lawavyona: I used o hae hem  now I hink heyre my hing hps://.co/hhpHcUKDQ,1
370,aa company o ake over Aiel soon...,0
371, SweaerpawsChim: you shine so igh ?\n#HappyJiminDay S_w hps://.co/zpi9sHJk,541
372,100 llion aa says goode o elecom siness\nhps://.co/q28moakiCV,0
373, mumiheriage: 1927: JRD aa wih his 2000 cc Grand Prix gai a Speed rialsWorld Parade my. Clicked fases ime of day h\xc3\xa2\xe2\x82\xac\xc2\xa6,53
374,iel o acquire aa eleservices in a de-free cash-free deal hps://.co/jKYM1E5Rf,0
375, scene_sealer_: Happy hday??? \nS_w \n\n#?????? \n#???? \n#???????? hps://.co/KdhJx6Llw2,5361
376,ill Chandrasekaran rewrie he 149yearold hisory of aa Group? hps://.co/x3pkMAkJpu via economicimes,0
377,ha sure appears o  a aa ?? hps://.co/xvseweM4Pw,0
378, S_rans: 171013 J-Hope\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s wee\n\n#HappyJiminDay #Forever_hind \ncause well  forever forever forever forever w...\n\nVideo: hps:/\xc3\xa2\xe2\x82\xac\xc2\xa6,258
379,iel o acquire aa eleservices in a de-free cash-free deal\n hps://.co/uqRyAzFW4L,0
380,aa fuckign auced koya when he was asleep. also auced cooky and shooky when hey were on a vacaion\nrude,0
381,LINE_Camera omg hanks for he new sickers aa??,0
382, looseol: 1. As a young 24 year old engineer wih aa Seel #DilliKahug sough a ransfer o social welfare dep.of company ?,7
383,hai says we\xc3\xa2\xe2\x82\xac\xe2\x84\xa2ll have a  of aa #elecom #aiAiel #monhsck hps://.co/E4V3pGV3 hps://.co/d9IawUjZx,0
384, DilipGhoshP: Mamaa pushed ou aa facory 4m Singur sill People has go only Papers  no Land.\n\nWach&g; hps://.co/voUHNJ03hM\xc3\xa2\xe2\x82\xac\xc2\xa6,15
385, Iam_2: aaSky even afer elling ur cusomer execuive ha we don wan aa Sky Dance Sudio i is en acivaed. Dis is 3rd \xc3\xa2\xe2\x82\xac\xc2\xa6,1
386, liked a Youu video hps://.co/JK37EyWKSm Videne - Enrevisa Com Especialisa - a\xc3\x83\xc2\xa1 Werneck - Lady Nigh - Humor Mulishow,0
387,aa represens aehyung so much his is so cue ?? hps://.co/o56OK7poem,0
388,US IN: ai Aiel o y ou aa eleservices consumer moliy siness. aielindia aadocomo,0
389,ed nails ?,0
390,eace and love! ?\n# #Y&amp;F #friends #smile #live #love #peace hps://.co/IKF11M10Fi,0
391, NDVProfi: ai Aiel o Acquire aas Money-Losing Mole Uni For Nohing\nhps://.co/4id2K7,8
392,Sahik_143 You oo. aa. :)),0
393,Markes Afer Hours: aa ele fires up on merger zz; meals dazzle - Economic\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/MmNmwpOe31 #marke,0
394,merson UPS was failing miseray in India   hey decided o use OVCD for proecion hps://.co/gyZR0Zuzf2 hps://.co/hSSfkvxNzV,0
395, himanaswa: aa/Unique cancer care grid likely o hv inv of Re 1400 cr &amp; proposed o  shared  aaruss &amp; sae; also leverag\xc3\xa2\xe2\x82\xac\xc2\xa6,33
396, aa_Crucie: Congraulaions o he Winners and Runners-Up of he aa Crucie Corporae Quiz Eas Zonal round.\nRegiser now - hps\xc3\xa2\xe2\x82\xac\xc2\xa6,2
397,hink I migh  Pao Escor his Halloween  imma need a cue Coloman girl o  aa you feel?,0
398, RilwanLucas: Kill him hps://.co/6JxuYPug,1
399, ajesh1980: Raan aa -Modi has il a vision of unified India &amp; ppl may disagree wih ha I hink h is wha India needs a\xc3\xa2\xe2\x82\xac\xc2\xa6,32
400, chryzjohn_wis: FO_Show KraksV PASOR: If youre a lady and youre in his church oday and youre a virgin come ouside\n***ladie\xc3\xa2\xe2\x82\xac\xc2\xa6,0
401, looseol: 2. When ha reques was urned down  aa  he Young #DilliKahug resigned . From Jamshedpur he wen o Kolkaa ?,6
402,aa Group eyeing sake in NewAirIndia says chairman Chandrasekaran - domain-: hps://.co/00Me5ywF7O,0
403, iAsura_: ai Aiel acquires aas consumer mole siness! Good news!,11
404, IamPreshioloye: FO_Show KraksV When he whole squad is complaining of hunger and how oke hey are and youre joining hem  5k\xc3\xa2\xe2\x82\xac\xc2\xa6,5
405, _India: Chandrasekarans Second Surgical Srike: aa ele o merge wih ai Aiel hps://.co/EfgFos7W9R hps://.co/nHAIWkEWu,3
406,rnesOSRS jordan_osrs FL_SAMM 3? o ur so delusional is unreal you killed 1 of my eam maes And ive killed\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/PAYcNwZKip,0
407," aaCompanies: N. Chandrasekaran: ""oday\s agreemen is he s and mos opimal soluion for he aa group &amp; is sakeholders."" hp\xc3\xa2\xe2\x82\xac\xc2\xa6",16
408,rendingSAon3  why o you auHugh ...his cancer hing hou eish ge well aa,0
409,fer Hours: aa ele fires up on merger zz; Meals dazzle\nhps://.co/vgZYKgWvO\n\nhps://.co/9YqkajKC,0
410, aaCompanies: aa and ai o comne consumer elecom siness. hps://.co/MWD8NEjOIy,35
411, elecomalk: #aa and ai AielIndia o Comne Consumer elecom siness. #elecom,12
412, comedyandruh: HIS IS WHY WE HAVE O PROEC DOGS A ALL COS hps://.co/Hwux0QGg,41
413, olusola__: Hey dear how au he power of posiive confessions? We shall  saisfied wih good  he fruis of our mouh..You are h\xc3\xa2\xe2\x82\xac\xc2\xa6,2
414, fanaic_go7_: GO7 FIREWORK RACK FIRS HREE LINES. \n\n? ? ? = AH GA SE\n\nIM CRYING. PARK JINYOUNG WROE I. ???????\n\n#GO7 #YouAre #7\xc3\xa2\xe2\x82\xac\xc2\xa6,160
415,us he one new follower oday found welcome racked  hps://.co/wXVLFj2RUM,0
416,his is where aa comes from hps://.co/wG1ZAXaw,0
417,? YASSS Is ime for a grea show noor a ?:??????? ? ???? \nhps://.co/0M8SaC79rH hps://.co/ZmiZMkuZHz,0
418,? YASSS Is ime for a grea show Emy Islam:????? ??? ? \nhps://.co/ORDn9xS8Ms hps://.co/EVGrncWqXd,0
419, agree hps://.co/zPvGmcYUwJ,0
420, CMEManio: CME rade Summi on Nov 30 is your can-miss chance for siness-ready acics o grow your mfg operaion! hps://.co/Z\xc3\xa2\xe2\x82\xac\xc2\xa6,1
421, dama_uk: o  in wih a chance of winning his gorgeous scarf simply follow &amp; ! Ends 20/10 12pm &amp;Cs: hps://.co/wlVKZEslAk #win\xc3\xa2\xe2\x82\xac\xc2\xa6,258
422, YGredegarCS: Reminder Year 10 GCSE English Oracy Exams ake place nex week (19h 20h and 23rd of Oc) #pride,1
423,ps://.co/7FQK656 sudhrocks check his,0
424,ONEX PLEASEEE ? hps://.co/H9R7Arwwly,0
425,xc3\xa2\xe2\x82\xac\xc5\x93No maer how all he wall is our people will find a way o ge over i.\xc3\xa2\xe2\x82\xac\xef\x86\x9d HYAdames #LC2017 hps://.co/5OkHESRz,1
426,AmiShah arunjailey Good news a leas  amni earning profi of over 4000cr.cs also more han 1llionso oher g housesCR o Gov,0
427,us like my Ex. hps://.co/sD5F9U,0
428,he #Io is wide open. h large and small orgs can nefi  you have o do your homework. hps://.co/SxgPhGe3f,0
429,discoveryed expe dacia92 explains differen applicaions of compuaional hinking in Dallas #IgnieMyFuure\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/xo4Yrr,1
430,MaKleinDrums No rue. I hink is user error ?,0
431, girlalkmags: isjojosiwa AamsChronicle 2/2 3 winners will  picked randomly from all enries. Compeiion closes a 23:59 on 16/1\xc3\xa2\xe2\x82\xac\xc2\xa6,5
432, enered for a chance o win 100K miles from Alaska Airlines Go Anywhere Sweeps. NPN CA Only 18+ Ends12/31/17 Cs: hps://.co/EVVr7iCK6G,0
433,ur s_galls alks au changing he landscape of #CS educaion a our Day of Discovery in Dallas #IgnieMyFuure\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ccZ2nJf,2
434, offeo: We\xc3\xa2\xe2\x82\xac\xe2\x84\xa2re looking forward o visiing w/ OISEUof chr candidaes. Cs: rememr 2 visi hps://.co/nazGLQijmD for helpful resou\xc3\xa2\xe2\x82\xac\xc2\xa6,1
435, AurnSwimDive: S&amp;D opens season wih wo day doue dual mee hps://.co/0kkyKX7zhw,9
436,dama_uk o  in wih a chance of winning his gorgeous scarf simply follow &amp; ! Ends 20/10 12pm &amp;Cs:\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/DUMwhFgKf5,0
437,C\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s LPs hps://.co/msEp05V8u hps://.co/Z8cnCH9Ax,0
438,rranch valley0fwolves wier is no a governmen service. Eiher you adhere o he prescrid Cs or you don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 use i. Simples!,0
439,NYChavez dispelling myhs of immigraion. #LC2017 #FacsMaer hps://.co/hIAJ8UxdR1,1
440,he worlds firs camera ook eigh hours o snap a phoo. #echFac hps://.co/yRiV3F8yaJ,1
441,SamirGahlau mediacrooks narendramodi So here is no plan  Muhy whose plan A was o  presiden of India ma\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/zCU845waqG,0
442,y 2020 financial secor will  saring a 300 Mn+ pages of regulaions. Luckily #AI is simplifying #Regech\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/oA5NOQ0xjp,3
443, SaiGopal_P: Almos 50 days ha NandanNilekani  ook over as Chairman. Has he Panaya repo en made puic?  #JusChecking hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,2
444,rajamaiya will  a #Sis o share his views on how #nks are innovaing. Mee him a oh J51.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/P8qHnOKG4W,0
445,lmos 50 days ha NandanNilekani  ook over as Chairman. Has he Panaya repo en made puic?  #JusChecking hps://.co/2s46HKWLnb,2
446,hwees Congress did nohing in 60 Years?V were living in sone-age unil messiah of developmen Shri\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/Na5ZKMJgrS,0
447,CGDev NandanNilekani paulmromer AlanHGelWorldnk OmidyarNework gaesfoundaion NandanNilekani  Please l\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/GR90AqpgsQ,0
448,rom Service Provider o siness Paner Premium Conen hps://.co/cDZrjaimrJ,0
449,rom Service Provider o siness Paner Premium Conen hps://.co/36FyqRwyWK,0
450,ur real ss sopped  oday o check how he work process is going in he office.  hps://.co/0nVzLA hps://.co/ed1plKKmCM,0
451,e can wai o  a he iish Accounancy Awards his evening! #Accouning #Ousourcing,0
452,jamewils Advaidism All respec for NandanNilekani also gone for playing o El Supremo unes for ead crum. Gu\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/C3OdDf,0
453, remoeOfficeco: Redefine concep of #coworking model wih Kafnu hps://.co/168ui4OdN,1
454,edefine concep of #coworking model wih Kafnu hps://.co/168ui4OdN,1
455, aeaekarmy: Please do no le his happen again. Should\xc3\xa2\xe2\x82\xac\xe2\x84\xa2ve en a leas hankful ha Jimin was doing a live. hps://.co/jhkdVfF5I,16
456, aekookmomens: aa and cooky are inseparae hps://.co/3u9VKCx,231
457,iophone impac:-Aiel o y he Consumer Mole siness of aa ele services \n\nhps://.co/yczyDH7MMP,0
458,fer Hasy aa Exi From elecom Anil Amni\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s RCom Has No rgaining Power Lef hps://.co/MRWuN0yusN,0
459, jgopikrishnan70: All Nira Radias effos gone wase in aas elecom secor...founainhead of 2G Scam saed from here hps://.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,187
460,ennon &amp; mccaney hps://.co/3Lnn86LY7u,0
461, SwarajyaMag: Caugh ween a rock and a hard place Anil Amni has no high cards lef o play.\n\nhps://.co/0cQe0YKN2D,3
462,iel agreed o merge aa Group\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s sruggling mole services siness wih iself. hps://.co/eew1XMHAQ6 via oomrgQuin,0
463,Longshoe DiySouhSoc aa will no  considered o #USMN cause he didn\xc3\x82\xc2\x win anyhing unil oday If he wins MLS Cup: anoher sory,0
464,sgevans open o inging in an inernaional manager and I would include names like elsa Miguel Herrera aa Maino.,0
465,EricWynalda so who\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s aking charge of he USMN? carleo? aa? elsa? I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2d love o see elsa here man,0
466, aeaekarmy: Jimin\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s live jus finished  I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m kind of disappoined how some of you guys were asking where Jungkook was a. ? No resp\xc3\xa2\xe2\x82\xac\xc2\xa6,52
467, EPOSeu: Geomagneic Oervaions an impoan ick for undersanding Plane Eah inegraed in #EPOS framework hps://.co/PsnF4DV\xc3\xa2\xe2\x82\xac\xc2\xa6,3
468," schumoo: ""Cs don\ ask you o ake ou he rash"" I muer o myself as I ake ou he rash.",59
469,ow do we suppo Canadian SMEs? Say uned during c_ca Small siness Week. #S2017 hps://.co/FjNkJvn3v,2
470,hen he inerne is down no proem-grea acive learning in mah class! DavidsonRvrSch #schoolofoppouniies\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/eOmqseoF2z,0
471, JaipurPanhers: Hurry cones ends 12h Oc 9 pm. Don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 forge o use #SpohePanher in your commens. Read he &amp;Cs here - hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,4
472, WAFinalsSG: Hey #WAFinalsFans! We have a fun cones for you from now ill 29 Ocor 2017!\n\nMore informaion: hps://.co/EyXNHZ9dxc3\xa2\xe2\x82\xac\xc2\xa6,5
473,nd medical marijuana is a proem?  hps://.co/5vQJP,2
474,Narendermodi_PM narendramodi My mono 7276453895 I am p pay memr pl resolve my pf wihdraw amoun issue my\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lnulY5zivs,0
475,weerweaher A leas in he Cariean i only spis ou relaively weak voices... in his case hey deepen (o\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/wD4DcxM2ML,0
476,anasic effo guys and congraulaions. Wolverines rock !!! #Parkinsons awareness #Srongeogeher.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lfVvu3Jxau,0
477,lan and rack oucomes of cash recovery iniiaives wih #collecion #analyics hps://.co/0p5Fykn8xz hps://.co/eJNsj9jLW,0
478, pinofgravy: Heres an aicle I wroe on gun conrol in he US! U can read i! Wha an OPPOUNIY hps://.co/N4lOqEl,1
479,Heres an aicle I wroe on gun conrol in he US! U can read i! Wha an OPPOUNIY hps://.co/N4lOqEl,1
480,ongraulaions o our D.E.A.R compeiion winners: LauraEoin&amp;Kaelyn! #JamesJoyceAnagram #okQuiz #PoserComp\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/C4sP6q7P,0
481,nfoSys 2019 in May hps://.co/APRUovcgpm,0
482, cloud-naive microservices sed #ecommerce plaform enaes you o say ahead of he compeiion &amp; cusomer need\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/JrJOvNnU,1
483,Heres how CloudNaiveFdn can enae wider and faser adopion of he #cloud for your enerprise seamlessly\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/3EsjXVwEhW,3
484,radHin ragnyaawani ahindu_ Vidhuvyala + in winning fair es has oo d for him. Meric is he same whe\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/x027Aik0,0
485,achinmaheshvri iamvir1 sen_sindh Ish_andari narendramodi his is one of he reasons why governmen is exemp\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/vPkjmOfXgW,0
486,he firs poining device (mouse) was called he X-Y Posiion Indicaor for Display Sysems (referring of course \xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/OFqxG1sdjA,0
487,s llie Jean King said Pressure is a Privilege hps://.co/pLcDN0u7iD,0
488,livemin Ask ICAI ICSI and ICMAI o se up GS faciliaion cener wih he help of heir Semi and qualified sude\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/91jn5eN0jO,0
489, RenukaJain6: hps://.co/cKCZzo8Muh.   we are worried au perol prices &amp; GS compliance. Swamy39,36
490,ics: Shah Rukh Khan hoss pre-Diwali pay a Manna for own friends - hps://.co/LMhSWNhmCe acor called ove\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/lXzMUW,0
491,nroducion o SAP HANA  Dr. Vishal\xc3\x82\xc2\xa0Sikka hps://.co/f6LlPk4w,0
492, mumiheriage: oday in 1932: JRD aa prepares o ake off from Karachi on his inaugural fligh carrying cargo of mail o Juhu mxc3\xa2\xe2\x82\xac\xc2\xa6,108
493, Ramankaur925: \xc3\xa2\xe2\x82\xac\xc5\x93You\xc3\xa2\xe2\x82\xac\xe2\x84\xa2re 18 your parens can\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 ell you wha o do anymore\xc3\xa2\xe2\x82\xac\xef\x86\x9d \n\nfirs of all I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m no whie,20463
494, snowrryae: \xc3\xa2\xe2\x82\xac\xc5\x93i pay aenion o you\xc3\xa2\xe2\x82\xac\xef\x86\x9d\ni love roommaes hps://.co/6VXAXWFNOj,1332
495,poonam_216 rohans1058 sudhirsj10 pail_pri RujuRockks arak4friends viniajadhav25 Dear Poonam  \nhanks for\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/arE4uMxmd,0
496, look-- aa was rn even fore we all knew he was; heyve en giving hins since fore\n\n*rehinks life dec\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/HyYUqrI,0
497,look_dandy Dear Maisha \nhanks for sharing your #makingGoodhappen momen. Say uned &amp; ge your loved ones o par\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/2UACh36FKO,0
498," Swamy39: Checking a news ha Roen aa ually ""raped"" a juvenile in yr 2000+_.y filed complain wih Rashrapai who sen i NHR\xc3\xa2\xe2\x82\xac\xc2\xa6",875
499,lyndalexie his explains he ears i have en shedding hanxx,0
500, FelloWya: REEEEEEEEEEEEEEEEEEEEEEEEEEEEEwee his,5128
501,hcdhamu Dear Harish \nhanks for sharing your #makingGoodhappen momen. Say uned &amp; ge your loved ones o paic\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/WCF6rJ2Qdf,0
502, airvisara: Round 2:\nA5) Auckland - Doha (Qaar Airways)\n\nA6) 2 hours &amp; 50 min\n\nA7) aa Aviaion Services\n\nA8) Leopard Moh\n\n#MaserOf\xc3\xa2\xe2\x82\xac\xc2\xa6,18
503, jiminupdaes: Lef or righ ? hps://.co/ikSj3PjQL,288
504,GwedeManashe1 ANC will never change over nigh aa....i mus loose powder hen come an alk au change ke?,0
505,aaSky Aiel_Presence DishV_India SunV aaSky really don care au old consumers and i am a aa sky cusomer since 2008,0
506, vanaekim: he\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s so ehereal and sensual my god hps://.co/fla6yG14Ho,277
507, jiminupdaes: So does his mean well ge o see S reacions o heir own conce ? SIGN ME UP. hps://.co/8DcYKwA1j4,403
508,"So wha do you do in your free ime?"" Well I def do NO plan my speech for my sisers wedding I\ll ell you ha much... (lying)",0
509, heHalesNyx: ?  PLS ? USA/CAN GO ?\n?Chimmy &amp; aa Suis for GUCCHIM1 &amp; GUCAE1 \n?$7 USD each\n?closing 11/7\n?deails &amp; order form: h\xc3\xa2\xe2\x82\xac\xc2\xa6,3
510,Chas helps aa Capial increase lead generaion  600% hps://.co/9XJ5oP6hQa #chas #AI,0
511,Chas helps aa Capial increase lead generaion  600% hps://.co/nn93SMViwk #chas #AI,0
512,aa Yodha aur UPYoddha is he perfec mach :) hey world incredie power o ake any opponen! #HumHaiYodha\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/2U0Re3raON,0
513,aa Clu,0
514,aa me noar inks,0
515,ig call: Why aa eleservices\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 merger wih ai Aiel could reshape India\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s cellular landscape hps://.co/X5UkHJmHfw,0
516, iAishek_J: Going  he numr of calls hey have made aa Sky and Dish V will soon declare me a criminal for no oping HD pack w\xc3\xa2\xe2\x82\xac\xc2\xa6,113
517, Swise: #IdolsSA ndiyagodola aa I hope ? you did see a rendiion of your song ing sung  #Mhokozisi ?????Mzansimagic,1
518,IdolsSA ndiyagodola aa I hope ? you did see a rendiion of your song ing sung  #Mhokozisi ?????Mzansimagic,1
519,my V. My man. My aa. My aeae. My love. My gucci y.\nS_w \ngucci ge him o model yall already ???? hps://.co/pokmAVdx,0
520, WANNN CRY GAWD DAMMI I MISS U SO MUCH hps://.co/p7rxpd8Vzc,0
521, swear my nk is crying rie now hps://.co/cNyygFHu,0
522, EU_Compeiion: .EU_Commission clears join acquisiion of aa echnologies  Warrg Pincus and aa Moors hps://.co/mNFN8rwsnl,4
523,u....whr is jin? hps://.co/jvQjr9oax2,0
524, hwees: he curren level of women workforce a aa Seel is 11 per cen.\nhps://.co/ISc9NQFgMu,12
525, manduchn: He is a living a seriously #???? #???  hps://.co/8o1H1jYzLb,6
526, __arie_: I saed eahing er when I realised ha Im no ready for a relaionship is sho for Im no ready for a relaion\xc3\xa2\xe2\x82\xac\xc2\xa6,7
527,aured Review: \xc3\xa2\xe2\x82\xac\xcx9cDirec Fire\xc3\xa2\xe2\x82\xac\xe2\x84\xa2  A.J. aa hps://.co/7CJkwhAE,0
528, merajurr: \xc3\xa2\xe2\x82\xac\xc5\x93ake off your jacke\xc3\xa2\xe2\x82\xac\xef\x86\x9d\n\nFirs of all man\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s no ho.,1323
529, hink i ea oo much proein,0
530,aaaaaaaaaaan o hps://.co/ouPij1NY2a,0
531, oysrusuk: Ah ah ah ah #Alive! ? Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply: hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,246
532,xpoers from New unswick and across he counry nefi from fewer rade rriers hanks o #CEA.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/cHDQpz8rzi,0
533, LexisNexisIndia: #LNDiwaliDhamaka #Cones\nLike &amp;  his pos &amp; grahe chance o win #LNVoucher!\nCs: hps://.co/0zII4nY5\nhps:\xc3\xa2\xe2\x82\xac\xc2\xa6,20
534, dANeworking: Hahaha everyones freaking ou au his huge WPA2 vulneraliy. Glad I suck wih WEP,24
535, UChooseconrac: Celeae he new #67Reg wih a chance o win a new se of wheels! #Like &amp; # o #win a #VW skaeard! &amp;Cs apply: h\xc3\xa2\xe2\x82\xac\xc2\xa6,485
536,inecraf SpiderCraf 1.2 [13] ?Farming?: hps://.co/2oM4fV7cOvia Youu,0
537, added a video o a Youu playlis hps://.co/2oM4fV7cOMinecraf SpiderCraf 1.2 [13] ?Farming?,0
538,errion House celeaes anoher milesone as he final crane is aken down inging i one sep closer o comple\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ARUCXLjw4q,1
539,he sun has come ou in #orono for day 1 of #Sis2017 and Dave McKay of R is kicking hings off #CanadaSis\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/g7AxLcFgz,1
540,rep_sevewomack nonville_PS aaCompanies hank you for your leadership &amp; suppo in preparing young people f\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/NZyx7lxe,0
541,eing a Suden-Ahlee Is More han Jus Fun and Games hps://.co/E9gHNfL6 Sudyeaks Idaho_Vandals\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/zgVNCQY3,0
542,oysrusuk Ah ah ah ah #Alive! ? Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. \xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/D79fJQOb,0
543,yond Realiy - How Augmened and #ViualRealiy can revoluionize sakeholder experience in #Insurance\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/dVWILNv,0
544, JohnHolland87: Come o he Curexe oh o alk au he innovaion going on in Canadian #finech! #Canadasis #Sis2017 Canadara\xc3\xa2\xe2\x82\xac\xc2\xa6,1
545, V82CHRIS: oysrusuk Ah ah ah ah #Alive! ? Win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply: hps://.co/One74QXkn  hps\xc3\xa2\xe2\x82\xac\xc2\xa6,1
546,oysrusuk Ah ah ah ah #Alive! ? Win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply:\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/EC2JHVloI,1
547,ome o he Curexe oh o alk au he innovaion going on in Canadian #finech! #Canadasis #Sis2017\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/m7aG76MGss,1
548,jusinwihafro makeousam I would ag Ivan  hes oo rendy o use his own name.,0
549,Molly_x0 I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m ok wih his,0
550, Canadarade: Heading o #Sis2017? Visi he Canada Lounge (level 600) o connec wih ?? #saups + explore #opps.  hps://.co\xc3\xa2\xe2\x82\xac\xc2\xa6,5
551,noher offer for caleallas43 ... congras!!! hps://.co/ruR5lyKf1e,0
552,NP Paris has joined forces wih aa Consulancy Services in a d o ransform he ouous corporae evens lif\xc3\xa2\xe2\x82\xac\xc2\xa6hps://.co/R9cSNXHXku,0
553,ih #AI reailers can now undersand cusomer needs even fore hey know i. Read more hps://.co/5seF2aN8ze\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/s1KQ2eAg,0
554, heavens_lucy:  2020 #FinServs will  looking a 300million pages of #regulaions way yond wha employees can handle hps://.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,2
555,ach our demo on #ockchain sed soluions for paymens sma conracs secure documens &amp; #radeFinance|\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/il6RRvZPdJ,2
556,he sae of Alaska is he only sae whose leers can  yped in a sraigh row of keyard leers. #echFac hps://.co/HVgf8yYNID,0
557,ha roles can individuals companies and governmens play in empowering #DigialRefugees? hps://.co/lqhja1WkMo\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ko7PSmgoF,0
558,now how PurposefulAI is ending human inelligence wih #machinelearning o drive #innovaion\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/1flgQcGGen,0
559,rafficPUNE AnilShiroleP Hinjewadi \nGrea work Pune raffic police a Wipro circle hinjewadi. Saed from inf\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/RzdCw4zHj3,1
560,onac Reis Informaion Sysems o learn more au our Infrasrucure Services such as secure wehosing and... hps://.co/JseUAo3NrD,1
561,onac Reis Informaion Sysems o learn more au our Infrasrucure Services:\nhps://.co/PD1zxhhZj,0
562,eliance Reail o  gges hrea o Amazon Flipka .. hps://.co/GdpCaj1rmc Gov. will ing an end o small shops ArvindKejriwal,0
563,ndia gain wo places in FIFA rankings - hps://.co/Rps1Un Indian fooll eam received a os in FIFA rank\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/V10Xs0m1s,0
564,ee us a ProcureCon Europe o know he laes rends and insighs from he world of #procuremen.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/QjF1ASZ7iJ,2
565, leaders can sop micromanaging a large I service force &amp; legacy sysems hanks o service desk #auomaion. hps://.co/YZGHL7LQ9,0
566,Heres how CloudNaiveFdn can enae wider and faser adopion of he #cloud for your enerprise seamlessly hps://.co/mjOvzDx0Nk,0
567, cloud-naive microservices sed #ecommerce plaform enaes you o say ahead of he compeiion &amp; cusomer needs hps://.co/FMyaIuSroH,0
568,hy he Coffee Machine When You Can  A he Caf\xc3\x83\xc2\xa9 Changing he Service Conversaion Wih siness? hps://.co/jfDAGX1n,0
